what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868392986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868393643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868394056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868395227
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868395240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868405803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868488528
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868490160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868493073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868493975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868494447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868495067
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868495088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868505432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868550134
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868551260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868554045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868561671
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1449868561688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868562911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868571547
opened,editor,com.android.ide.eclipse.adt,21.0.1.v201212060256-543035,"com.android.ide.eclipse.editors.CommonXmlEditor",1449868571771
activated,editor,com.android.ide.eclipse.adt,21.0.1.v201212060256-543035,"com.android.ide.eclipse.editors.CommonXmlEditor",1449868571858
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1449868571860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1449868577784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449868578918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1449868583105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449868584653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1449868585129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868586707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868592031
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868593809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868595360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868596081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868596464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868597081
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868597109
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868611467
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1449868612969
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868613776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868614268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868646914
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868646928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868718374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868727274
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868727283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868763837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449868764746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868765360
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1449868765522
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1449868765576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868775032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868775227
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1449868777819
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1449868777851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868782447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868782643
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1449868784786
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1449868784824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868803345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868809392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868823102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868834985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868836512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868842247
opened,editor,com.android.ide.eclipse.adt,21.0.1.v201212060256-543035,"com.android.ide.eclipse.editors.CommonXmlEditor",1449868842468
activated,editor,com.android.ide.eclipse.adt,21.0.1.v201212060256-543035,"com.android.ide.eclipse.editors.CommonXmlEditor",1449868842588
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1449868842590
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1449868855612
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1449868860927
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1449868865588
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868869786
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868870000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868872882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868874035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868874416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868875066
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868875077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868877220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868900688
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868904025
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1449868906498
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868907774
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868916566
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868917406
error,log,,,"Server JBoss v4.2 at localhost failed to start.",1449868919140
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868919154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868919296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868921620
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1449868923376
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449868924467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868925820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449868981953
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1449868981962
